Student_ID,Student_Name,Gender,Age,Class,Section,Maths,Science,English,Social,Computer,Total_Marks,Percentage,Grade,Attendance,City
1644,Priya,Female,18,9,A,79,88,71,40,79,357,71.4,B,76,Hyderabad
1645,Kiran,Female,18,10,B,49,89,77,95,84,394,78.8,B,94,Hyderabad
1646,Rahul,Male,17,8,C,51,71,79,61,67,329,65.8,C,89,Hyderabad
1647,Aparna,Female,17,9,C,40,43,56,45,41,225,45.0,F,78,Hyderabad
1648,Kiran,Male,15,8,C,52,70,69,79,37,307,61.4,C,93,Guntur
1649,Sai,Male,18,10,C,46,92,88,50,40,316,63.2,C,100,Rajahmundry
1650,Sai,Male,17,10,A,80,42,75,44,92,333,66.6,C,79,Vijayawada
1651,Divya,Female,17,10,A,48,53,73,82,90,346,69.2,C,84,Vizag
1652,Aparna,Male,17,9,C,44,41,40,59,45,229,45.8,F,99,Vijayawada
1653,Sneha,Female,15,10,A,53,82,85,83,99,402,80.4,A,99,Hyderabad
1654,Sneha,Male,18,10,A,59,60,95,55,58,327,65.4,C,86,Hyderabad
1655,Priya,Female,17,10,A,83,78,73,74,66,374,74.8,B,81,Vijayawada
1656,Rohit,Female,16,10,B,96,82,80,77,60,395,79.0,B,83,Vijayawada
1657,Aparna,Female,18,8,B,77,65,55,87,65,349,69.8,C,94,Vijayawada
1658,Aparna,Male,18,8,C,86,76,38,49,83,332,66.4,C,76,Guntur
1659,Rohit,Female,18,8,A,68,54,84,52,55,313,62.6,C,78,Hyderabad
1660,Arjun,Male,16,8,B,45,43,87,74,79,328,65.6,C,82,Guntur
1661,Rohit,Female,16,8,B,50,92,60,79,72,353,70.6,B,98,Guntur
1662,Aparna,Male,17,8,B,70,53,78,70,78,349,69.8,C,77,Vijayawada
1663,Anjali,Female,16,8,B,85,71,38,62,80,336,67.2,C,84,Hyderabad
1664,Arjun,Female,16,10,B,84,91,84,41,86,386,77.2,B,94,Vizag
1665,Sai,Male,15,8,A,63,42,75,79,97,356,71.2,B,87,Vizag
1666,Sai,Male,16,8,C,82,37,72,83,74,348,69.6,C,92,Guntur
1667,Aparna,Male,15,10,B,77,38,98,44,93,350,70.0,B,93,Vijayawada
1668,Sneha,Male,15,9,B,72,70,72,73,48,335,67.0,C,82,Rajahmundry
1669,Aparna,Male,16,8,B,74,61,47,51,59,292,58.4,D,81,Hyderabad
1670,Rahul,Male,17,9,A,50,62,53,43,64,272,54.4,D,97,Guntur
1671,Arjun,Male,15,8,C,44,40,58,38,77,257,51.4,D,77,Hyderabad
1672,Sai,Male,16,9,B,60,58,99,76,52,345,69.0,C,100,Vizag
1673,Anjali,Female,17,8,A,57,81,65,37,88,328,65.6,C,83,Rajahmundry
1674,Rohit,Male,16,8,C,84,37,80,77,81,359,71.8,B,87,Guntur
1675,Priya,Female,17,9,B,43,68,77,42,100,330,66.0,C,97,Guntur
1676,Kiran,Female,18,8,C,94,74,92,80,52,392,78.4,B,93,Vizag
1677,Rahul,Male,17,9,B,57,44,49,75,63,288,57.6,D,99,Rajahmundry
1678,Arjun,Female,15,9,A,44,72,47,59,87,309,61.8,C,77,Hyderabad
1679,Priya,Male,15,8,C,73,67,52,64,43,299,59.8,D,86,Guntur
1680,Rohit,Female,18,10,A,45,69,56,52,43,265,53.0,D,83,Rajahmundry
1681,Arjun,Male,15,8,A,81,85,44,38,42,290,58.0,D,95,Guntur
1682,Anjali,Female,18,9,A,72,88,52,39,41,292,58.4,D,89,Guntur
1683,Arjun,Female,15,10,C,84,78,82,39,96,379,75.8,B,91,Hyderabad
1684,Arjun,Male,18,10,A,45,78,88,74,39,324,64.8,C,75,Rajahmundry
1685,Rahul,Female,16,9,C,42,69,44,64,55,274,54.8,D,85,Vijayawada
1686,Divya,Male,17,10,A,76,87,88,88,98,437,87.4,A,100,Vijayawada
1687,Priya,Female,15,10,C,60,71,56,49,77,313,62.6,C,80,Hyderabad
1688,Anjali,Female,18,9,B,88,49,44,95,87,363,72.6,B,81,Rajahmundry
1689,Rohit,Male,15,8,C,59,93,50,49,55,306,61.2,C,92,Hyderabad
1690,Arjun,Male,18,9,B,92,84,79,79,56,390,78.0,B,100,Vizag
1691,Arjun,Male,18,10,B,90,60,46,44,77,317,63.4,C,78,Vijayawada
1692,Priya,Male,16,10,C,70,72,45,88,59,334,66.8,C,79,Rajahmundry
1693,Sai,Male,18,9,C,67,95,76,71,63,372,74.4,B,89,Hyderabad
1694,Arjun,Male,16,10,B,75,96,57,68,58,354,70.8,B,94,Guntur
1695,Anjali,Female,16,10,B,54,51,66,77,54,302,60.4,C,82,Guntur
1696,Anjali,Male,16,8,C,88,77,84,64,55,368,73.6,B,75,Vizag
1697,Sai,Male,16,9,B,66,59,63,48,59,295,59.0,D,84,Guntur
1698,Rahul,Female,16,10,A,64,85,44,66,92,351,70.2,B,99,Rajahmundry
1699,Arjun,Female,15,8,B,64,94,78,44,79,359,71.8,B,93,Guntur
1700,Divya,Female,18,10,C,48,60,38,75,88,309,61.8,C,91,Vijayawada
1701,Sneha,Male,15,10,B,90,66,78,75,67,376,75.2,B,96,Hyderabad
1702,Divya,Male,16,9,A,53,95,49,73,100,370,74.0,B,94,Vizag
1703,Sai,Male,16,10,A,76,35,78,93,40,322,64.4,C,92,Hyderabad
1704,Aparna,Male,18,9,B,82,48,43,94,44,311,62.2,C,82,Rajahmundry
1705,Rahul,Male,16,8,B,61,95,62,82,35,335,67.0,C,88,Rajahmundry
1706,Aparna,Male,15,8,B,64,47,86,98,53,348,69.6,C,75,Rajahmundry
1707,Sneha,Female,16,8,A,98,82,79,84,74,417,83.4,A,95,Vizag
1708,Divya,Female,17,9,B,95,60,82,100,100,437,87.4,A,92,Vijayawada
1709,Arjun,Female,18,8,A,41,67,36,68,56,268,53.6,D,86,Rajahmundry
1710,Anjali,Female,15,10,A,39,42,43,39,46,209,41.8,F,99,Guntur
1711,Kiran,Male,17,10,C,75,89,56,54,41,315,63.0,C,81,Rajahmundry
1712,Divya,Male,18,8,B,77,82,85,91,92,427,85.4,A,84,Vizag
1713,Sneha,Male,15,10,B,83,36,82,63,86,350,70.0,B,85,Guntur
1714,Rahul,Female,17,9,C,55,79,81,52,73,340,68.0,C,84,Vizag
1715,Kiran,Female,18,9,B,97,54,100,41,37,329,65.8,C,79,Guntur
1716,Sai,Male,15,8,C,50,46,99,67,78,340,68.0,C,90,Vijayawada
1717,Anjali,Female,16,8,A,42,59,51,48,90,290,58.0,D,100,Rajahmundry
1718,Sneha,Male,15,10,B,49,100,99,38,94,380,76.0,B,83,Rajahmundry
1719,Priya,Female,16,10,A,88,96,89,100,90,463,92.6,A+,87,Guntur
1720,Divya,Male,16,8,B,60,65,40,48,93,306,61.2,C,94,Guntur
1721,Divya,Female,17,9,C,46,98,78,92,89,403,80.6,A,88,Vijayawada
1722,Sai,Female,15,8,C,38,67,54,60,87,306,61.2,C,92,Rajahmundry
1723,Priya,Male,15,9,C,80,94,35,56,46,311,62.2,C,92,Rajahmundry
1724,Anjali,Female,16,8,C,78,79,81,36,94,368,73.6,B,80,Guntur
1725,Priya,Male,17,9,A,84,85,94,76,89,428,85.6,A,82,Hyderabad
1726,Arjun,Male,18,10,C,76,67,97,43,93,376,75.2,B,85,Vizag
1727,Divya,Male,17,8,B,35,40,89,45,46,255,51.0,D,97,Hyderabad
1728,Anjali,Male,17,8,B,82,77,81,43,75,358,71.6,B,90,Vizag
1729,Rahul,Male,18,9,B,83,62,91,52,46,334,66.8,C,81,Hyderabad
1730,Sai,Male,17,10,C,40,52,49,84,49,274,54.8,D,87,Guntur
1731,Arjun,Male,17,8,A,40,56,99,60,96,351,70.2,B,82,Vijayawada
1732,Rahul,Male,18,9,B,94,38,47,94,36,309,61.8,C,85,Rajahmundry
1733,Divya,Female,17,8,B,59,35,73,62,70,299,59.8,D,86,Guntur
1734,Rahul,Female,15,9,A,79,63,58,61,52,313,62.6,C,83,Hyderabad
1735,Priya,Female,17,10,A,87,82,48,62,52,331,66.2,C,77,Vijayawada
1736,Rahul,Female,18,10,B,67,53,81,94,99,394,78.8,B,83,Guntur
1737,Aparna,Male,18,9,C,94,64,69,75,63,365,73.0,B,93,Hyderabad
1738,Priya,Female,16,8,B,40,43,46,83,77,289,57.8,D,98,Vijayawada
1739,Rahul,Female,17,8,A,46,88,46,52,77,309,61.8,C,85,Guntur
1740,Rohit,Male,18,9,B,57,56,37,87,78,315,63.0,C,85,Rajahmundry
1741,Sneha,Male,17,9,A,60,62,39,58,40,259,51.8,D,85,Vizag
1742,Sai,Female,18,9,B,46,74,61,87,61,329,65.8,C,81,Guntur
1743,Kiran,Male,16,10,A,94,87,94,35,38,348,69.6,C,86,Hyderabad
1744,Priya,Male,16,8,C,95,82,57,52,68,354,70.8,B,77,Hyderabad
1745,Anjali,Male,17,10,A,86,49,66,45,99,345,69.0,C,100,Vijayawada
1746,Anjali,Male,15,9,C,88,36,36,88,95,343,68.6,C,79,Hyderabad
1747,Sneha,Male,17,9,B,45,39,42,85,100,311,62.2,C,77,Hyderabad
1748,Priya,Male,18,9,B,74,38,48,37,88,285,57.0,D,96,Guntur
1749,Priya,Female,15,9,C,89,82,67,57,42,337,67.4,C,85,Vijayawada
1750,Sneha,Female,18,8,A,55,65,68,88,58,334,66.8,C,94,Vijayawada
1751,Kiran,Male,16,10,C,76,75,86,92,83,412,82.4,A,85,Hyderabad
1752,Aparna,Female,16,10,C,93,77,58,52,39,319,63.8,C,91,Vijayawada
1753,Sai,Female,18,10,C,81,37,40,67,38,263,52.6,D,94,Guntur
1754,Anjali,Male,17,9,B,57,68,99,68,54,346,69.2,C,75,Rajahmundry
1755,Arjun,Male,18,9,C,51,98,67,37,100,353,70.6,B,77,Guntur
1756,Rohit,Female,18,9,C,48,68,92,95,78,381,76.2,B,80,Guntur
1757,Anjali,Male,18,9,B,63,66,81,63,60,333,66.6,C,97,Hyderabad
1758,Kiran,Female,16,8,B,55,51,36,39,80,261,52.2,D,90,Guntur
1759,Anjali,Female,15,8,A,36,94,94,36,62,322,64.4,C,80,Vizag
1760,Rahul,Female,18,8,B,65,75,69,86,50,345,69.0,C,75,Hyderabad
1761,Arjun,Female,17,8,A,36,62,98,88,81,365,73.0,B,81,Guntur
1762,Priya,Female,15,10,A,45,82,78,52,46,303,60.6,C,85,Rajahmundry
1763,Sai,Female,16,10,B,90,77,76,44,92,379,75.8,B,91,Vizag
1764,Arjun,Female,15,9,A,62,65,49,54,93,323,64.6,C,85,Rajahmundry
1765,Kiran,Female,16,10,A,48,90,66,49,37,290,58.0,D,86,Hyderabad
1766,Priya,Male,16,9,A,72,89,92,71,95,419,83.8,A,94,Vijayawada
1767,Arjun,Male,17,8,B,64,52,97,66,94,373,74.6,B,84,Vizag
1768,Sneha,Male,17,8,A,71,84,97,78,65,395,79.0,B,89,Vijayawada
1769,Priya,Male,18,8,C,58,83,79,64,67,351,70.2,B,87,Hyderabad
1770,Priya,Female,15,9,B,81,71,51,35,77,315,63.0,C,98,Vizag
1771,Aparna,Male,18,8,A,81,50,56,50,93,330,66.0,C,99,Rajahmundry
1772,Divya,Male,18,10,C,66,45,87,94,41,333,66.6,C,77,Hyderabad
1773,Kiran,Female,16,10,A,85,97,48,95,42,367,73.4,B,88,Vizag
1774,Priya,Female,16,10,B,93,36,63,41,77,310,62.0,C,91,Hyderabad
1775,Aparna,Male,15,9,B,50,51,83,65,35,284,56.8,D,89,Hyderabad
1776,Rahul,Female,18,10,A,48,46,80,99,98,371,74.2,B,78,Vizag
1777,Sai,Male,16,9,B,64,36,92,88,95,375,75.0,B,95,Vijayawada
1778,Kiran,Female,17,8,C,78,56,38,78,67,317,63.4,C,80,Rajahmundry
1779,Aparna,Male,15,8,A,89,79,97,63,77,405,81.0,A,93,Rajahmundry
1780,Kiran,Female,18,8,C,77,58,54,50,98,337,67.4,C,77,Vijayawada
1781,Aparna,Female,16,8,B,72,83,87,63,59,364,72.8,B,87,Rajahmundry
1782,Rahul,Male,15,10,C,64,65,79,36,49,293,58.6,D,75,Vijayawada
1783,Priya,Male,16,9,A,48,92,37,98,66,341,68.2,C,99,Guntur
1784,Anjali,Female,17,8,A,61,36,97,49,64,307,61.4,C,80,Hyderabad
1785,Aparna,Female,15,8,A,83,87,87,87,71,415,83.0,A,78,Rajahmundry
1786,Divya,Female,18,8,B,70,49,79,62,87,347,69.4,C,88,Vizag
1787,Sai,Male,18,10,C,46,56,97,47,89,335,67.0,C,96,Rajahmundry
1788,Arjun,Female,15,10,B,61,86,66,64,61,338,67.6,C,89,Vizag
1789,Anjali,Male,15,10,C,95,86,45,46,91,363,72.6,B,75,Rajahmundry
1790,Sneha,Female,15,8,C,51,60,44,39,61,255,51.0,D,95,Hyderabad
1791,Aparna,Female,16,10,C,50,66,95,57,86,354,70.8,B,87,Guntur
1792,Aparna,Female,16,10,B,42,86,58,58,59,303,60.6,C,86,Vizag
1793,Rahul,Male,15,8,A,54,56,48,89,46,293,58.6,D,97,Guntur
1794,Aparna,Male,15,10,A,48,49,48,85,89,319,63.8,C,82,Hyderabad
1795,Rohit,Female,18,9,A,82,67,60,39,42,290,58.0,D,99,Guntur
1796,Sneha,Male,17,9,A,46,49,44,53,95,287,57.4,D,99,Rajahmundry
1797,Rahul,Female,17,8,B,38,75,57,78,50,298,59.6,D,100,Rajahmundry
1798,Arjun,Male,17,9,B,40,46,76,97,100,359,71.8,B,82,Vijayawada
1799,Rohit,Female,16,10,A,84,45,80,56,37,302,60.4,C,80,Guntur
1800,Sai,Female,15,8,B,85,89,37,79,75,365,73.0,B,96,Hyderabad
1801,Priya,Male,17,8,A,87,71,93,87,38,376,75.2,B,78,Guntur
1802,Kiran,Male,16,9,C,61,37,83,67,87,335,67.0,C,91,Guntur
1803,Rohit,Female,18,9,B,79,100,95,57,92,423,84.6,A,78,Vizag
1804,Anjali,Male,18,8,A,69,86,98,85,88,426,85.2,A,95,Vijayawada
1805,Priya,Male,16,9,C,51,91,77,66,63,348,69.6,C,75,Guntur
1806,Kiran,Female,18,9,B,75,96,68,58,77,374,74.8,B,87,Guntur
1807,Rohit,Male,16,8,A,43,47,91,84,78,343,68.6,C,87,Hyderabad
1808,Sneha,Female,16,9,B,48,56,49,76,52,281,56.2,D,100,Vizag
1809,Rohit,Male,15,10,A,83,74,62,59,44,322,64.4,C,99,Rajahmundry
1810,Kiran,Male,15,10,B,99,45,63,54,50,311,62.2,C,100,Rajahmundry
1811,Sai,Male,15,8,A,83,49,42,84,70,328,65.6,C,86,Vizag
1812,Sai,Male,16,8,B,62,58,61,56,71,308,61.6,C,80,Vijayawada
1813,Aparna,Female,18,9,C,60,97,82,91,74,404,80.8,A,78,Vizag
1814,Anjali,Female,16,9,B,42,66,72,36,39,255,51.0,D,83,Hyderabad
1815,Divya,Female,17,8,B,71,57,82,51,60,321,64.2,C,89,Guntur
1816,Sai,Female,16,8,A,85,35,88,57,48,313,62.6,C,94,Rajahmundry
1817,Divya,Male,18,9,B,73,67,94,58,90,382,76.4,B,90,Hyderabad
1818,Aparna,Female,17,10,A,77,44,75,90,84,370,74.0,B,81,Rajahmundry
1819,Kiran,Female,18,9,C,47,67,71,70,91,346,69.2,C,96,Hyderabad
1820,Arjun,Male,18,9,B,39,35,54,59,38,225,45.0,F,89,Vizag
1821,Priya,Female,16,10,C,43,69,98,97,72,379,75.8,B,87,Rajahmundry
1822,Kiran,Female,18,8,A,46,69,63,48,71,297,59.4,D,98,Vijayawada
1823,Priya,Female,15,9,B,74,68,39,43,74,298,59.6,D,93,Vizag
1824,Rahul,Male,18,8,B,75,95,74,75,64,383,76.6,B,76,Rajahmundry
1825,Arjun,Male,15,10,C,50,37,56,67,53,263,52.6,D,81,Vijayawada
1826,Sai,Female,15,10,C,54,89,72,80,70,365,73.0,B,75,Rajahmundry
1827,Kiran,Male,15,9,C,63,75,45,77,42,302,60.4,C,96,Vizag
1828,Rahul,Female,18,9,C,36,45,46,58,56,241,48.2,F,84,Vijayawada
1829,Aparna,Female,18,10,A,63,65,59,99,45,331,66.2,C,78,Vizag
1830,Aparna,Male,17,9,A,51,83,95,75,57,361,72.2,B,90,Vizag
1831,Anjali,Male,18,10,A,43,56,72,55,94,320,64.0,C,100,Vizag
1832,Anjali,Male,15,8,B,95,51,35,70,91,342,68.4,C,75,Guntur
1833,Aparna,Female,18,9,A,65,51,86,63,53,318,63.6,C,96,Hyderabad
1834,Sneha,Female,15,9,C,84,53,70,72,79,358,71.6,B,98,Vijayawada
1835,Rohit,Male,17,9,B,80,57,76,37,71,321,64.2,C,93,Rajahmundry
1836,Sneha,Male,17,8,B,98,91,78,80,93,440,88.0,A,94,Rajahmundry
1837,Rahul,Male,17,8,B,58,53,61,60,74,306,61.2,C,88,Vizag
1838,Aparna,Female,17,9,A,91,80,83,71,95,420,84.0,A,85,Rajahmundry
1839,Sai,Male,18,8,A,65,90,59,79,57,350,70.0,B,91,Hyderabad
1840,Rahul,Male,18,10,B,87,51,95,56,65,354,70.8,B,76,Guntur
1841,Sneha,Male,15,10,B,70,64,98,79,85,396,79.2,B,77,Rajahmundry
1842,Arjun,Female,18,9,B,86,66,84,96,62,394,78.8,B,80,Vijayawada
1843,Sai,Male,16,8,B,99,49,70,83,42,343,68.6,C,93,Vizag
1844,Kiran,Male,15,9,A,41,87,55,88,49,320,64.0,C,82,Vijayawada
1845,Arjun,Male,17,9,B,50,39,87,93,64,333,66.6,C,83,Vijayawada
1846,Sneha,Female,16,10,B,65,57,35,98,65,320,64.0,C,86,Hyderabad
1847,Aparna,Male,15,8,A,99,43,43,98,60,343,68.6,C,85,Vijayawada
1848,Rohit,Male,17,9,A,80,58,48,82,71,339,67.8,C,93,Vijayawada
1849,Aparna,Female,15,9,A,65,70,52,65,38,290,58.0,D,87,Vizag
1850,Rahul,Female,16,8,A,99,92,71,74,53,389,77.8,B,100,Vizag
1851,Rohit,Female,15,10,A,50,58,68,66,37,279,55.8,D,92,Vijayawada
1852,Priya,Female,18,9,A,79,47,57,93,35,311,62.2,C,93,Guntur
1853,Sneha,Male,15,10,A,79,80,100,96,79,434,86.8,A,97,Rajahmundry
1854,Rahul,Male,15,10,A,54,72,49,41,83,299,59.8,D,84,Vizag
1855,Sneha,Female,18,10,B,69,37,49,71,83,309,61.8,C,88,Hyderabad
1856,Priya,Female,16,8,A,78,78,49,64,86,355,71.0,B,89,Rajahmundry
1857,Priya,Male,16,9,C,84,68,48,96,95,391,78.2,B,86,Rajahmundry
1858,Aparna,Male,16,9,C,83,78,75,43,82,361,72.2,B,76,Vizag
1859,Priya,Male,16,10,B,97,75,54,99,75,400,80.0,A,75,Hyderabad
1860,Aparna,Male,16,8,A,49,36,98,35,88,306,61.2,C,81,Hyderabad
1861,Priya,Female,16,8,A,58,39,98,81,64,340,68.0,C,75,Vizag
1862,Sai,Female,18,9,A,41,90,88,79,48,346,69.2,C,78,Vizag
1863,Kiran,Female,18,8,A,47,89,70,78,85,369,73.8,B,90,Hyderabad
1864,Arjun,Female,16,10,A,42,76,77,67,68,330,66.0,C,81,Vijayawada
1865,Arjun,Female,16,8,A,92,79,61,61,69,362,72.4,B,91,Rajahmundry
1866,Sneha,Female,18,9,A,67,44,72,42,96,321,64.2,C,79,Guntur
1867,Sai,Female,16,10,B,36,38,89,43,64,270,54.0,D,81,Vizag
1868,Sneha,Male,15,9,C,79,95,35,48,52,309,61.8,C,75,Guntur
1869,Rahul,Male,15,10,A,89,97,95,99,68,448,89.6,A,75,Hyderabad
1870,Anjali,Male,15,10,A,85,39,40,81,59,304,60.8,C,87,Hyderabad
1871,Sneha,Female,18,9,B,47,44,91,46,71,299,59.8,D,82,Hyderabad
1872,Sai,Male,16,9,B,70,73,63,46,68,320,64.0,C,83,Guntur
1873,Sneha,Male,15,9,C,90,73,38,97,99,397,79.4,B,96,Guntur
1874,Sneha,Female,18,9,C,71,61,47,98,72,349,69.8,C,87,Vizag
1875,Sneha,Female,16,10,B,70,95,93,80,74,412,82.4,A,78,Vijayawada
1876,Arjun,Female,15,10,B,40,77,59,74,71,321,64.2,C,97,Hyderabad
1877,Priya,Female,16,10,C,76,80,51,39,42,288,57.6,D,77,Vijayawada
1878,Anjali,Male,18,9,B,68,94,78,41,73,354,70.8,B,79,Rajahmundry
1879,Divya,Female,17,9,C,73,86,64,68,87,378,75.6,B,95,Guntur
1880,Kiran,Male,16,9,C,92,69,71,96,90,418,83.6,A,75,Vizag
1881,Sneha,Male,15,9,C,70,83,72,90,39,354,70.8,B,86,Vizag
1882,Sai,Male,18,9,B,42,76,58,61,99,336,67.2,C,100,Rajahmundry
1883,Kiran,Male,16,10,C,39,64,72,69,54,298,59.6,D,98,Hyderabad
1884,Arjun,Female,16,8,B,66,59,62,70,73,330,66.0,C,97,Vizag
1885,Aparna,Male,15,10,C,51,59,50,52,89,301,60.2,C,81,Vijayawada
1886,Kiran,Female,18,9,C,37,75,94,97,43,346,69.2,C,89,Rajahmundry
1887,Rahul,Female,18,10,A,96,43,53,62,46,300,60.0,C,90,Hyderabad
1888,Anjali,Male,17,8,A,48,37,88,82,98,353,70.6,B,91,Vijayawada
1889,Anjali,Male,15,8,A,37,45,91,47,41,261,52.2,D,98,Vijayawada
1890,Rohit,Female,17,9,B,92,53,96,48,68,357,71.4,B,89,Vizag
1891,Aparna,Female,16,10,B,88,65,64,43,47,307,61.4,C,83,Vizag
1892,Kiran,Male,15,8,C,87,39,62,37,78,303,60.6,C,90,Rajahmundry
1893,Sneha,Male,18,8,A,97,71,83,53,50,354,70.8,B,91,Vijayawada
1894,Sai,Female,18,8,C,57,89,84,48,95,373,74.6,B,91,Vijayawada
1895,Rahul,Female,15,10,A,88,95,45,85,48,361,72.2,B,87,Guntur
1896,Divya,Female,16,10,C,90,48,46,46,42,272,54.4,D,92,Vijayawada
1897,Aparna,Female,17,8,A,44,42,42,92,63,283,56.6,D,83,Guntur
1898,Divya,Female,16,10,A,36,43,55,39,36,209,41.8,F,81,Rajahmundry
1899,Aparna,Male,16,10,C,59,65,52,77,85,338,67.6,C,99,Guntur
1900,Anjali,Female,15,9,B,93,80,78,72,49,372,74.4,B,78,Vijayawada
1901,Divya,Male,16,9,A,98,73,54,37,59,321,64.2,C,96,Hyderabad
1902,Kiran,Male,18,8,B,93,82,100,51,79,405,81.0,A,91,Hyderabad
1903,Anjali,Male,16,8,B,76,89,46,98,94,403,80.6,A,80,Rajahmundry
1904,Anjali,Male,15,10,C,44,91,99,92,78,404,80.8,A,82,Rajahmundry
1905,Sai,Male,17,10,A,53,35,90,93,76,347,69.4,C,92,Rajahmundry
1906,Sai,Male,17,10,A,65,49,90,53,74,331,66.2,C,85,Guntur
1907,Sneha,Male,18,9,C,87,62,98,71,99,417,83.4,A,94,Guntur
1908,Sneha,Female,15,10,B,78,61,89,79,82,389,77.8,B,82,Vijayawada
1909,Aparna,Male,17,10,C,80,67,81,76,35,339,67.8,C,89,Guntur
1910,Arjun,Male,18,8,C,93,68,61,36,43,301,60.2,C,81,Rajahmundry
1911,Divya,Male,18,8,A,81,52,56,52,74,315,63.0,C,98,Vizag
1912,Sai,Female,18,8,B,39,54,54,49,60,256,51.2,D,78,Vizag
1913,Arjun,Male,16,10,B,56,47,76,78,83,340,68.0,C,94,Vizag
1914,Kiran,Male,16,10,C,46,61,35,61,98,301,60.2,C,97,Guntur
1915,Divya,Female,15,10,A,66,94,65,74,41,340,68.0,C,85,Guntur
1916,Rohit,Male,15,10,B,40,40,79,39,82,280,56.0,D,89,Hyderabad
1917,Priya,Male,17,9,A,44,95,98,94,53,384,76.8,B,84,Guntur
1918,Priya,Male,15,10,C,51,93,99,53,54,350,70.0,B,96,Hyderabad
1919,Sai,Male,18,8,B,53,100,56,72,87,368,73.6,B,95,Rajahmundry
1920,Kiran,Female,18,9,C,72,91,72,67,45,347,69.4,C,91,Vijayawada
1921,Kiran,Male,15,8,A,92,62,75,63,72,364,72.8,B,85,Guntur
1922,Arjun,Male,18,9,C,66,58,59,83,43,309,61.8,C,88,Guntur
1923,Aparna,Male,17,9,C,41,58,46,65,56,266,53.2,D,77,Rajahmundry
1924,Arjun,Female,17,9,A,61,38,35,97,49,280,56.0,D,94,Guntur
1925,Rahul,Female,17,10,A,93,38,74,35,42,282,56.4,D,85,Vizag
1926,Kiran,Female,16,9,C,64,78,41,97,97,377,75.4,B,89,Vijayawada
1927,Sai,Female,17,9,A,58,79,62,59,85,343,68.6,C,81,Rajahmundry
1928,Rahul,Female,17,10,C,40,44,59,93,95,331,66.2,C,88,Vizag
1929,Kiran,Male,16,10,C,80,72,88,75,36,351,70.2,B,89,Hyderabad
1930,Sneha,Female,17,10,A,51,79,85,47,49,311,62.2,C,77,Vizag
1931,Rahul,Male,16,9,C,43,55,52,85,41,276,55.2,D,93,Vijayawada
1932,Arjun,Female,16,9,B,69,40,80,38,56,283,56.6,D,79,Guntur
1933,Kiran,Female,15,9,C,55,73,58,65,100,351,70.2,B,98,Vijayawada
1934,Divya,Female,16,9,B,38,72,57,50,60,277,55.4,D,82,Rajahmundry
1935,Sneha,Male,17,9,B,60,55,92,52,64,323,64.6,C,91,Rajahmundry
1936,Rohit,Male,17,8,B,37,61,59,55,57,269,53.8,D,79,Guntur
1937,Aparna,Female,16,8,A,60,80,36,59,96,331,66.2,C,75,Vizag
1938,Rohit,Female,16,8,B,100,39,56,88,63,346,69.2,C,79,Hyderabad
1939,Priya,Male,16,8,A,100,72,50,55,82,359,71.8,B,100,Vizag
1940,Rahul,Female,15,8,A,37,76,59,60,53,285,57.0,D,77,Rajahmundry
1941,Rohit,Male,16,8,C,99,71,69,77,54,370,74.0,B,84,Guntur
1942,Aparna,Female,16,10,B,69,83,93,82,65,392,78.4,B,95,Vijayawada
1943,Aparna,Male,16,9,C,95,43,86,75,74,373,74.6,B,94,Hyderabad
1944,Sai,Male,17,10,A,83,61,78,98,53,373,74.6,B,88,Hyderabad
1945,Priya,Male,15,8,B,43,70,91,81,78,363,72.6,B,75,Vizag
1946,Priya,Female,18,8,B,98,98,90,39,35,360,72.0,B,94,Vijayawada
1947,Rahul,Female,16,9,A,79,87,56,60,35,317,63.4,C,84,Guntur
1948,Priya,Female,16,10,B,100,57,56,45,58,316,63.2,C,97,Rajahmundry
1949,Anjali,Male,16,8,C,59,53,85,38,79,314,62.8,C,82,Rajahmundry
1950,Arjun,Male,17,9,C,84,95,43,96,40,358,71.6,B,98,Hyderabad
1951,Arjun,Female,18,10,C,45,68,64,45,90,312,62.4,C,77,Guntur
1952,Rahul,Male,15,9,C,68,56,37,36,80,277,55.4,D,79,Rajahmundry
1953,Rohit,Male,15,9,C,70,93,57,88,45,353,70.6,B,94,Guntur
1954,Priya,Male,15,10,B,36,67,53,59,75,290,58.0,D,76,Vijayawada
1955,Divya,Male,15,8,B,74,40,93,50,87,344,68.8,C,98,Rajahmundry
1956,Sai,Female,16,9,C,99,61,95,64,78,397,79.4,B,99,Guntur
1957,Kiran,Male,18,8,C,39,99,83,87,94,402,80.4,A,88,Vijayawada
1958,Divya,Male,18,8,A,95,90,64,98,53,400,80.0,A,76,Hyderabad
1959,Divya,Male,16,8,C,42,71,92,67,42,314,62.8,C,82,Vijayawada
1960,Rohit,Male,18,8,B,100,77,62,40,35,314,62.8,C,82,Vizag
1961,Anjali,Male,18,8,B,54,82,67,64,69,336,67.2,C,76,Guntur
1962,Sai,Male,17,8,C,77,76,98,69,52,372,74.4,B,99,Rajahmundry
1963,Kiran,Female,17,10,C,39,85,48,75,58,305,61.0,C,97,Vizag
1964,Rohit,Male,18,9,C,83,68,50,81,53,335,67.0,C,89,Rajahmundry
1965,Anjali,Female,15,9,A,62,91,68,95,52,368,73.6,B,85,Vijayawada
1966,Rahul,Female,16,8,B,71,78,97,96,63,405,81.0,A,84,Guntur
